hoek , punt
stormlantaarn , lamp
aard , karaktertrek
jacquet , jack
amandel , steenvrucht
overbescherming , bescherm
concerteren , spelen
geloofsbelijdenis , penitentie
automatiseringsproject , werklast
ambtswoning , honk
kwetsbaarheid , gevoeligheid
vloedbranding , vloedstroom
yuppie , beroeps
golf , inham
sleutelschild , schild
buikspreker , uitvoerder
ontbijt , maalsel
hoofdlijn , kenteken
oostkant , kantje
gasfitter , arbeider
spyware , software
drost , staatsdienaar
postvak , plaats
sociale beweging , sociale groep
vrachtschip , kiel
Beotië , district
La Spezia , havenstad
marionet , figuur
communiceren , beërven
wijk , gebied
moer , zij
stormcentrum , hart
feesten , tegenkomen
vergiftigen , doden
strijkijzer , metaal
ontfermen , zorgen
facet , kenteken
GGD , wegrestaurant
trekpleister , hechtpleister
crashen , verliezen
optreden , aantonen
aardglobe , bolletje
kraan , hijstoestel
schrikkeljaar , jaar
plaza , landje
matrone , tante
verkwisting , symptoom
schoenlepel , apparaat
venstergat , gat
omzeilen , verplaatsen
tuig , gepeupel
vechtmachine , figuur
worp , groep
schommelen , bewegen
beeldhouwer , beeldhouwer
appartement , constructie
exosfeer , sfeer
ondermijnen , verzwakken
renteverlaging , mindering
ontvangster , mandataris
snijplank , plaat
voorligger , voertuig
omzeilen , zeilen
thuiszorg , zorg
bijsturen , veranderen
onthoofden , doden
skistok , boom
antiek , antiquiteit
werveling , evolutie
boetseren , vormen
gezondheid , welvarendheid
knip , oppepper
honkballen , spelen
windmolen , bouwwerk
reisverzekering , verdrag
grasland , landje
roltrap , trappenhal
toezegging , mededeling
ketter , dissident
binnenoor , binnenwerk
aanknopen , entameren
onderstoppen , bedekken
maagdelijkheid , conditie
blindvaren , geloven
mozaïek , fotografie
afwijken , spreken
wachtkamer , kamer
samenspraak , conversatie
conclusie , gevolgtrekking
assortiment , heterogeniteit
overheid , regering
belastingkantoor , instelling
spuiter , drugsverslaafde
tenietdoen , leiden
emulgator , oppervlakte-actieve stof
onderdelen , ding
uitknobbelen , overpeinzen
slaapgebrek , imperfectie
buitendeur , portier
samenkomst , toestand
Plath , schrijfster
houtworm , wurm
boerenbedrijf , akkerbouw
tolgeld , heffing
verkorting , woord
bol , rondje
potlood , ding
groepszaak , proces
blaffen , hoesten
romandebuut , compositie
politieauto , auto
bewijsgrond , weshalve
valsemunter , kopiïst
astatium , chemisch element
griffel , potlood
telescoop , vergrootglas
beroepen , wraken
bal , opeenhoping
gravin , edelvrouw
stichter , schrijfster
spaghettiwestern , western
Hongkonger , ingezetene
opstelling , voorwerk
vitamine , voedingsstof
las , verbindingsstuk
uitgever , uitgever
rechtshandhaving , behoud
gedrag , bezigheid
twijg , tak
stimuleren , kwellen
zielenknijper , specialist
schoeiing , overtrek
overspoelen , onderstromen
brainwashen , ingeven
vitten , meedelen
steenkunde , morfologie
pepsine , enzym
redekunde , letterkunde
alleenbezit , heerschappij
vermicelli , deegwaren
wijzerbarometer , weerglas
kolken , stromen
overmaken , produceren
ontleding , doden
werkster , arbeidskracht
messteek , gewelddadigheid
emitter , elektrode
oorlogstijd , periode
wajangpop , taaluiting
uitlichten , lichten
verzwaring , coëfficiënt
frik , opvoeder
voortslepen , doorlopen
zet , letter
Internet , netwerk
dekhengst , gedierte
voetbalknie , laesie
orgaandonor , donor
sluier , kleurverandering
stem , klanken
uitschakeling , deconfiture
Seizer , gijzelhouder
corner , schop
benzineleiding , leiding
recordomzet , verkoop
inmaken , overwinnen
tweepersoonskamer , kamer
zegel , stempel
inwrijven , bewerken
havenarbeider , arbeider
waterzooi , ovenschotel
toonladder , toonladder
mandarijn , functionaris
gehandicapte , figuur
Kepler , astronoom
Nijmegen , moederstad
ontvolken , voortbewegen
soporatief , drug
achternicht , verwant
ambtenarengerecht , gerecht
staatszaak , ding
hebbeding , rariteit
fotoboek , boekje
walging , overschrijding
overhandigen , geven
stroperigheid , stof
minderbroeder , broeder
vervagen , verweken
BTK , personeel
traumateam , workshop
opgaan , bezighouden
borg , steun
academielid , opvoeder
nachtleven , vermaak
markiezin , edelvrouw
uitverkoop , opruiming
etteren , pus
scholekster , waadvogel
mythe , kroniek
persecutie , achtervolging
worstje , worst
tensie , belasting
in het strijd overwinnen , overwinnen
liquideren , doden
binden , veranderen
volksvijand , bedreiging
gaai , spotvogel
tinteling , prikkel
gebruiksvriendelijkheid , bruikbaarheid
satellietfoto , fotografie
stadsbevolking , populatie
smaragdgroen , Groenen
miljonair , miljonair
passage , gedeelte
colchicine , palliatief
massacommunicatie , communicatie
Hammurabi , landsheer
kwartaalcijfers , winst
politiepenning , blik
radiozender , zender
deux-pièces , pak
polysemie , verschijnsel
Saulus , landsheer
invoer , waar
fokschaap , bul
auto-onderdeel , element
FAQ , lijst
Cervantes , toneelschrijver
gevangeniswezen , branche
ruilebuiten , omwisselen
appel , vrucht
uniformiteit , hoedanigheid
bijstand , gezinsbijstand
western , hoofdfilm
aanleunen , geloven
gember , kruid
runner-up , tegenstander
parfum , stof
stratemaker , werker
achterlopen , functioneren
vagevuur , wereld
uitzoeken , uitspitten
voorpublicatie , publikatie
legeropstand , revolte
zwaai , beweging
jetlag , inzinking
gejuich , beweging
hoofddoek , das
terugdoen , werken
inpompen , opvullen
vakbeweging , sociale beweging
jongeman , jongere
pootjebaden , slaghout
oerwoud , bosje
bedplassen , voortbewegen
absolute , abstractie
afwijzing , weigering
mensenvlees , vlees
kandidatuur , doel
arbeidsvoorziening , voorziening
handigheid , goed
reminiscentie , gedachte
zwamneus , taalgebruiker
dakleer , papier
Donetsk , moederstad
verstevigen , stalen
wereldrecordhouder , meesteres
ballenjongen , hulp
roofvogel , vogeltje
uitkijktoren , toren
inkleuren , zetten
zwaard , prent
opzetten , uitgaan
ontschepen , lossen
zitgelegenheid , ruimte
weken , keren
graaien , beetpakken
inspuiten , verzorgen
milieuhygiëne , zorg
bikken , vreten
fonds , activa
surf-riding , beweging
toepassingsmogelijkheid , mogelijkheid
krekel , insect
zinspelen , van plan zijn
vergeldingsactie , maatregel
stelt , boom
stèle , pijler
huik , bontcape
Lausanne , moederstad
trapgat , gat
winkelhaak , winkelhaak
zeefdoek , gereedschap
sloppenwijk , bidonville
repatriëring , wederkomst
lingerie , ondergoed
avocado , vrucht
Anselmus , aartsbisschop
niet toestaan , bevelen
want , onderdelen
Mercurius , aardse planeet
koffiehuis , restaurant
tussenlanding , komst
zenuwlijer , figuur
jockey , ruiter
omkeerbaarheid , hoedanigheid
besmetting , gebeurtenis
toehoorder , luisteraar
offsetpapier , papier
stationskiosk , krantenkiosk
onderonsje , claus
schermutseling , gevecht
retraite , gebied
indemniteit , beloning
madonna , prent
innemen , brengen
splijtzwam , bacterie
koffielepeltje , lepel
duodenum , dunne darm
gehoor , waarneming
opvolgen , luisteren
expressionistisch , kunstenaar
verfwinkel , zaak
middenstander , koopman
wandschildering , schilderij
reiservaring , ervaring
deurknop , oor
geelhout , hout
bewerken , inwerken
Heaviside , fysicus
waarschuwingsbord , schild
koolzaad , aardolie
monoplaan , toestel
blijken , wezen
nylons , kousje
vooroplopen , maken
anemoon , bloempje
westnoordwesten , kompasrichting
opleidingscentrum , instelling
bijter , figuur
spies , bloemgestel
trekkebekkerij , gedrag
deelhebber , partner
casselerrib , riblap
jood , acoliet
transcriberen , bewerken
geluidstechnicus , technicus
zigeunerkamp , caravanterrein
betekenis , gewichtigheid
solex , brommer
vormen , beamen
map , boekomslag
hypoglycemie , symptoom
spookschip , visioen
derving , alteratie
hotelkamer , kamer
helling , scheepswerf
bakkersvrouw , wederhelft
finalist , deelhebber
glibberen , overspringen
vermenigvuldigen , opzetten
stadgenoot , ingezetene
1880 , decennium
herendienst , gezwoeg
arbitragecommissie , kamer
binden , hechten
fokken , verzorgen
atonaliteit , hoedanigheid
plagen , bejegenen
verkwikken , veranderen
wijden , werken
Andorrees , Europeaan
kilogrammeter , warmte-eenheid
maskeren , wegschuilen
zakenadres , adres
terugschrikken , verplaatsen
kwebbel , muil
marcheren , overspringen
echtscheiding , scheiding
bontjas , jas
scoren , scheppen
ballonvaarder , vakman
stilet , dolk
zware metalen , metaallegering
counselen , assisteren
slokdarm , musculatuur
watertrappen , overspringen
bijeenkomen , ruk
la , opbergplaats
vakantiedrukte , drukte
potentiaalverschil , divergentie
rabarber , pap
ontsteking , symptoom
verstelwerk , werk
been , stut
zitje , stel
niemendalletje , kledingstuk
puntenklassement , lijst
napalm , peut
allegretto , toonzetting
alcoholbenzine , brandstof
smout , vet
terrorismebestrijding , plan
huurprijs , prijs
bestrijdingsmiddel , chemische substantie
anticlimax , stijlfiguur
nagellak , glazuursel
droes , aandoening
wakvlakte , water
struik , organisme
ophangen , executeren
plantewas , boenwas
wijkverpleegster , verpleegkundige
exegese , motivering
gemeentesecretaris , functionaris
quotiënt , uitwerking
saté , gerecht
nagel , afdruk
lymfe , lichaamsvloeistof
affronteren , steken
huurmoordenaar , moordenaar
snuiten , voortbewegen
bouillonblokje , tablet
machtsverhouding , relatie
roeren , bewegen
lexicografie , auteurschap
Noordwestelijke Territoria , district
officier , insigne
kader , contouren
studententijd , periode
hakketakken , bekvechten
slijpapparaat , apparaat
gebeuren , tot stand komen
binnenbocht , draai
deelgenoot , figuur
bromtol , deksel
ruimtewinst , winst
kristallografie , natuurkunde
stengel , gedeelte
saaiheid , saaiheid
vaarwelzeggen , eindigen
bijeenroepen , roepen
streekbus , dubbeldekker
oosten , plaats
jaarverslag , beschrijving
harddraven , paardrijden
Filippijn , native
postbus , dubbeldekker
loshangen , hangen
decimaal , maat
slippen , glijden
Engelsman , Engelsman
kippelever , levertjes
titaandioxide , oxiden
chauffeur , bestuurder
inlopen , wandelen
fluorideren , zetten
Lucas , evangelie
donker bier , biertje
Bahama\ , land
hek , opdeling
bevel , dictee
jong , walvis
kamermeisje , hulpje
ontkennen , meedelen
telefoonverkeer , communicatie
onderdrukker , drug
overweldigen , omsluieren
Barthelme , schrijfster
ongelukje , accident
motief , idee
knallen , voortbewegen
opaal , delfstof
koesteren , voelen
doorzwikken , verzwikken
puntzak , zak
traverso , fluit
marine , landstrijdkrachten
aloë , vetplant
zeewater , zoetwater
radicalisering , verloop
reductie , toelage
doctorsgraad , diploma
focus , punt
aerobics , conditietraining
radertje , apparaat
teen , knoflook
spies , sportuitrusting
slachtoffer , prooidier
meneer , pief
gelei , confiture
asparagus , kruid
vredesakkoord , pact
zomertaling , taling
dirigeren , sturen
neervlijen , rusten
afwachten , geloven
voegen , afronden
opzijleggen , zetten
koelbox , doos
as , stengel
kerstdag , feestdag
varkenshouderij , ranch
alles is , elft
hechten , veranderen
uitbanning , verbanning
uitlijnen , uitlijnen
etablissement , bouwwerk
klep , ding
poppenspel , verzameling
parfum , toiletartikelen
reformator , voorvechter
Saturnus , buitenplaneet
telefoongesprek , samenspraak
manche , ontwikkeling
onyx , chalcedoon
afzakken , maken
opgebruiken , toepassen
poppenkast , overtrek
dweil , gereedschap
hydrolyse , reactie
planoloog , connaisseur
rolkraag , sweatshirt
enthousiasme , beweeglijkheid
verassen , branden
schild , overtrek
publiekstrekker , trekker
mixture , product
Siberische husky , sledehond
junior , figuur
keurvorst , koningszoon
fietswiel , stuur
kerkklok , bel
hoeksnelheid , snelheid
relikwie , ding
slachting , destructie
raapstelen , bladgroente
moordaanslag , aanval
brandalarm , bericht
hocus-pocus , optreden
taartschep , schop
pupil , leerling
stijlbloempje , stijlfiguur
populatie , groep
neerkomen , zakken
filteren , filtraat
kernprobleem , probleem
bron , het wezen
uitblussen , doven
fietsenmaker , onderhoudsman
expressionisme , zin
profielschets , beschrijving
pantheïst , acoliet
aanmeldingsformulier , formulier
overschieten , echoën
grensovergang , doorlaatpost
schone , tante
draaien , rondwentelen
hanebalken zitten , zolderkamer
Oriënt , land
kleurstof , levensmiddelen
zelfbediening , lijfsgemeenschap
poststuk , last
haak , gereedschap
cover , overtrek
opbaren , inrichten
opgraven , opgraven
neoclassicisme , stijl
schoonvader , vaderen
aanklager , pleiter
samenwonen , bevolken
doopvont , ding
bespiegeling , gedachte
break , punt
gierzwaluw , zwaluw
loopgravenoorlog , slag
huurling , krijgsman
dominicanes , religieuze
metronoom , slinger
restaureren , hernieuwen
knip , zak
vullen , innemen
kabeltram , vak
klapperen , uitklinken
wajang , marionettentheater
tandsteen , korst
onvoorzichtigheid , gedrag
voorzingen , duiden
confirmeren , meedelen
logicus , connaisseur
oververhitten , verwarmen
hoofdpijnpoeder , palliatief
Brunei , sultanaat
boekdrukkunst , bedrijf
priem , gereedschap
spellen , weergeven
bijstand , hulpverlening
gebladerte , ding
torso , bovenlijf
vervorming , alternantie
herindeling , deling
cDNA , erfelijkheidsmateriaal
vulcanisatie , verwerking
lancetvisje , lancetdrager
lijmen , pluimstrijken
wenken , seinen
interlinie , tussenruimte
afnemen , wegnemen
bakeren , smaken
overschaduwen , zetten
bevestigen , veranderen
pennenvrucht , taal
resolveren , aanvreten
kamergeleerde , connaisseur
bestoken , voortbewegen
runderachtigen , runderachtigen
musicoloog , connaisseur
begroten , berekenen
barensnood , benauwenis
kunsthars , kunststof
overbrengen , voortbewegen
uithangen , hangen
peuterleidster , onderwijzer
koffieleut , figuur
retinitis , ontsteking
vaktijdschrift , tijdschrift
haringvisserij , stek
plons , geluid
Damecener , Syriër
passeren , doorkomen
briket , blok
triool , ensemble
matiging , mindering
buitenmens , figuur
afwerken , afronden
pon , nachtkleding
ontvlambaarheid , brandbaarheid
moorden , doden
gewichtheffen , voortbewegen
raampost , reep
uitdrijven , zweven
verzekeren , preserveren
zeevaartschool , instelling
lucht , plaats
spitten , delven
spil , staaf
tegoed , geldsom
klusjesman , reparateur
lampenkap , pet
determineren , bepalen
doek , kleed
stemming , actie
Akko , havenstad
lepidocrociet , ijzererts
konvooi , geleide
ruimtekunde , metafysica
bergweide , grasperk
insecticide , chemische substantie
bedrijfsleer , wetenschap
Fin , onderdaan
evangelist , prediker
verzegelt , zegelen
harmoniëren , sluiten
moffeloven , oven
kiezelzuur , dioxide
datum , dag
Irish coffee , slemp
separatie , scheiding
sabelbont , bont
bovenleiding , stroomdraad
achteraanzicht , habitus
stuk , biljet
ara , papegaai
spreeuw , zangvogel
schilfersteen , metamorf gesteente
granaatappel , fruitboom
bespreking , vraag
teek , gastplant
loper , karpet
cardialgie , hartkwaal
flipper , schoeisel
jeugdfilm , rolprent
lolly , snoep
opstijven , veranderen
notarieel bekrachtigen , demonstreren
voltooid deelwoord , deelwoord
Vaticaan , residentie
papierfabriek , papierfabriek
hoofdsteun , gedeelte
wegenwacht , groep
kolenmijn , groeve
catalogus , register
vragenlijst , lijst
honderas , ras
boekbinden , afkoelen
knoedel , stel
parkiet , papegaai
was , wit
weimes , mes
module , element
stelt , lidmaat
lassen , gehechtheid
wrok koesteren , het land hebben aan
mond-en-klauwzeer , dierenziekte
ruwe aardolie , energiedrager
mannetjesvarken , smeerlap
golf , veldspel
trawler , vissersschip
meerpartijenstelsel , systeem
rentenieren , houden
allergie , overgevoeligheid
railtransport , vervoer
buitenzijde , zij
winde , wijnstok
sumoworstelen , takelage
Duitser , Europeaan
curie , leiding
retourtje , kaartje
droppen , afleveren
elektriciteitsbedrijf , energiebedrijf
fruitmand , mand
volstorten , flikkeren
rijstebrij , havermoutpap
accent , patois
index , register
aanprijzing , raadgeving
kraaminrichting , afdeling
lanceerplatform , verhoging
krantenkop , tas
populier , peppel
opeenhoping , verzameling
jongensjaren , jeugd
dundoek , textiel
eredivisieclub , vereniging
aanscherpen , veranderen
reïncarneren , wederkomen
handgereedschap , gereedschap
Soendanees , Indonesisch
betrekken , samenvoegen
kier , tussenruimte
snelfiltermaling , koffie
aanhaken , haken
golftop , lijn
pruttelen , koken
repatriant , migrant
marathonloop , match
ontsmetting , gezondheidszorg
kasteelvrouwe , bazin
afwaaien , stromen
Boudewijn , staatsman
spijbelaar , afwezige
vinken , tonen
borg , geldsom
wachtkamer , kamer
protestbrief , brief
verdeling , deling
brik , kiel
karabijnhaak , hoepel
blijk , aanleiding
hagebeuk , struik
sensitometer , sonde
naschreeuwen , roepen
veertigste , rang
zigeunermuziek , muziek
